사건번호,법원,물건종류,용도설명,소재지,감정가(원),최저매각가(원),낙찰가(원),매각기일,유찰횟수,거리(m)
2024타경6828,동부지원,주거용,"상가,오피스텔,근린시설",부산광역시 해운대구 중동 1392-26 엘리시아 11층1101호,3930000000,1925700000,1953500000,2026-03-30,2,1598
2024타경6958,동부지원,아파트,아파트,부산광역시 해운대구 우동 1407 해운대두산위브더제니스 101동 43층4301호,2550000000,2550000000,0,2026-04-27,1,2
2024타경6996,동부지원,아파트,아파트,부산광역시 해운대구 우동 974 경동마리나아파트 102동 4층401호,1138000000,796600000,1038999900,2025-11-10,1,713
2024타경100263,동부지원,아파트,아파트,부산광역시 해운대구 우동 1408 해운대아이파크 주동3동 6층601호,784000000,548800000,730777999,2026-01-13,1,229
2024타경100270,동부지원,아파트,오피스텔,부산광역시 해운대구 우동 643-1 한양수자인마린오피스텔 11층1117호,94000000,2655100,0,2026-05-12,11,1097
2024타경101723,동부지원,아파트,아파트,부산광역시 해운대구 우동 936 롯데아파트 11동 4층405호,567000000,396900000,554860000,2025-10-28,1,1033
2024타경102207,동부지원,아파트,오피스텔,부산광역시 해운대구 우동 1436-1 더? 해운대아델리스 16층101-1602호,2279000000,1595300000,1832999999,2025-05-13,1,293
2024타경102757,동부지원,아파트,연립주택,부산광역시 해운대구 우동 957-12 1층101호,216000000,110592000,122123999,2025-04-28,3,803
2024타경103545,동부지원,아파트,아파트,부산광역시 해운대구 우동 936 롯데아파트 3동 1층105호,1271000000,622790000,751000000,2025-04-22,2,1033
2024타경103705,동부지원,아파트,아파트,부산광역시 해운대구 우동 1104-1 삼호가든맨션 11동 4층406호,877000000,613900000,651000000,2025-05-13,1,1998
2024타경103903,동부지원,주거용,오피스텔,부산광역시 해운대구 우동 1506 센텀스퀘어 20층2001호,694000000,485800000,490000000,2025-05-13,1,1578
2024타경104630,동부지원,아파트,오피스텔,부산광역시 해운대구 우동 639-3 해피투모로우마린 9층904호,334000000,56135300,0,2026-03-24,6,1256
2024타경104920,동부지원,아파트,"상가,오피스텔,근린시설",부산광역시 해운대구 우동 1434 선프라자 5층537호,632000000,216776000,244999000,2026-03-31,3,263
2024타경105046,동부지원,아파트,오피스텔,부산광역시 해운대구 우동 643-1 한양수자인마린오피스텔 19층1920호,77000000,37730000,51999000,2025-05-26,2,1097
2024타경106513,동부지원,아파트,아파트,부산광역시 해운대구 우동 1008-5 동부올림픽타운 104동 4층402호,797000000,557900000,790000000,2026-03-09,1,1165
2024타경107066,동부지원,아파트,아파트,부산광역시 해운대구 우동 974 경동마리나아파트 106동 18층1806호,464000000,324800000,466490000,2025-10-20,1,713
2024타경107684,동부지원,아파트,오피스텔,부산광역시 해운대구 우동 639-3 해피투모로우마린 7층702호,309000000,151410000,221899000,2025-09-22,2,1256
2024타경107868,동부지원,아파트,아파트,부산광역시 해운대구 우동 777 해운대한신휴플러스 1동 18층1804호,797000000,557900000,709900000,2026-01-05,2,708
2024타경107905,동부지원,기타건물,아파트,부산광역시 해운대구 중동 1402-5,121000000,59290000,0,2026-04-27,3,1857
2024타경107998,동부지원,주거용,상가,부산광역시 해운대구 중동 1124-2 팔레드시즈 2층2-12호,1680000000,823200000,0,2026-04-27,3,1990
2024타경108144,동부지원,기타건물,임야,부산광역시 해운대구 우동 산106-5,174154960,121908400,144600000,2025-05-12,1,1592
2024타경108373,동부지원,기타건물,대지,부산광역시 해운대구 우동 675-7,5522400000,3865680000,4100000000,2026-01-06,1,1183
2024타경108700,동부지원,주거용,"상가,오피스텔,근린시설",부산광역시 해운대구 우동 639-3 해피투모로우마린 3층301호,5019000000,1721517000,3100000000,2026-02-09,3,1256
2024타경108830,동부지원,아파트,오피스텔,부산광역시 해운대구 우동 639-3 해피투모로우마린 10층1005호,310000000,217000000,217000100,2026-01-06,1,1256
2024타경109413,동부지원,아파트,아파트,부산광역시 해운대구 우동 1433 현대카멜리아 1동 14층1409호,1550000000,1550000000,0,2025-05-13,1,435
2024타경109499,동부지원,주거용,"상가,오피스텔,근린시설",부산광역시 해운대구 중동 1126-45 영무파라드호텔 20층2002호,407000000,199430000,221770000,2026-01-26,2,1988
2023타경1161,동부지원,아파트,아파트,부산광역시 수영구 민락동 110-8 롯데캐슬자이언트 101동 24층2401호,707000000,452480000,0,2025-09-01,2,1080
2024타경2260,동부지원,아파트,아파트,부산광역시 수영구 민락동 336-48 민락동센텀메르빌아파트 102동 지상25층2504호,496000000,347200000,450000500,2025-06-09,1,1452
2024타경3218,동부지원,주거용,"상가,오피스텔,근린시설",부산광역시 수영구 민락동 110-48 바다산책프라자 지하층101호,504000000,352800000,380100000,2025-05-26,1,1202
2024타경3447,동부지원,아파트,다세대,부산광역시 수영구 민락동 140-8 매직월드텔 비동 5층501호,155000000,108500000,110500000,2025-07-14,1,1571
2024타경4310,동부지원,아파트,아파트,부산광역시 수영구 민락동 783 이편한세상오션테라스3단지 301동 14층1403호,974000000,681800000,920111000,2025-04-22,1,1495
2024타경4501,동부지원,아파트,오피스텔,부산광역시 수영구 민락동 181-88 타워더모스트광안 13층1306호,190000000,133000000,133001011,2025-04-22,1,1747
