사건번호,법원,물건종류,용도설명,소재지,감정가(원),최저매각가(원),낙찰가(원),매각기일,유찰횟수,거리(m)
2024타경84983,수원지방법원,아파트,오피스텔,경기도 수원시 영통구 이의동 1336-1 광교엘포트아이파크 12층에이1234호,438000000,150234000,394000000,2025-11-04,3,1693
2024타경89490,수원지방법원,아파트,오피스텔,경기도 수원시 영통구 이의동 1336-1 광교엘포트아이파크 5층씨503호,180000000,126000000,150000000,2026-04-06,1,1693
2024타경100007,수원지방법원,아파트,오피스텔,경기도 수원시 영통구 이의동 1336-1 광교엘포트아이파크 6층씨601호,180000000,126000000,148839997,2026-01-09,1,1693
2024타경100939,수원지방법원,아파트,오피스텔,경기도 수원시 영통구 이의동 1336-1 광교엘포트아이파크 16층에이1613호,238000000,166600000,219350000,2025-08-28,1,1693
2025타경50444,수원지방법원,아파트,"상가,오피스텔,근린시설",경기도 수원시 영통구 이의동 1336-1 광교엘포트아이파크 4층에이404호,204000000,204000000,0,2026-04-17,0,1693
2024타경93765,수원지방법원,아파트,아파트,경기도 수원시 영통구 매탄동 810-3 삼성아파트 6동 5층510호,396000000,277200000,311300079,2025-09-23,1,1743
2025타경449,수원지방법원,아파트,아파트,경기도 수원시 영통구 매탄동 810-3 삼성아파트 6동 11층1102호,380000000,266000000,349011000,2025-08-28,1,1743
2024타경5874,수원지방법원,주거용,근린시설,경기도 수원시 영통구 이의동 1336 힐스테이트 광교중앙역 주건축물제1동 2층236호,657000000,459900000,0,2026-06-09,2,1764
2024타경13974,수원지방법원,주거용,"상가,오피스텔,근린시설",경기도 수원시 영통구 하동 1016 광교효성해링턴타워 13층에이동1311호,266000000,266000000,0,2026-04-24,1,1797
2024타경66909,수원지방법원,아파트,오피스텔,경기도 수원시 영통구 하동 1016 광교효성해링턴타워 14층비동1402호,392000000,274400000,330000000,2025-04-25,1,1797
2024타경55749,수원지방법원,아파트,아파트,경기도 수원시 영통구 매탄동 176 현대힐스테이트아파트 107동 7층704호,499000000,499000000,525117777,2025-06-17,0,1808
2024타경98012,수원지방법원,아파트,단독주택다가구,경기도 수원시 영통구 매탄동 176 현대힐스테이트아파트 115동 21층2101호,783000000,548100000,689270000,2026-03-20,1,1808
2025타경1574,수원지방법원,아파트,아파트,경기도 수원시 영통구 매탄동 1258 매탄 에듀파크시티1 103동 17층1704호,513000000,513000000,0,2026-04-27,1,1829
2024타경6815,수원지방법원,기타건물,단독주택다가구,경기도 수원시 영통구 매탄동 483-3,2601785700,1274874000,1750000000,2025-08-18,2,1914
2024타경12827,수원지방법원,아파트,"상가,오피스텔,근린시설",경기도 수원시 영통구 영통동 945-2 수원영통리슈빌스카이오피스텔 12층1212호,314000000,219800000,273000000,2025-10-31,1,1946
2024타경80165,수원지방법원,아파트,아파트,경기도 수원시 영통구 하동 1013 광교더리브 6206동 27층2701호,1130000000,1130000000,1187520000,2025-11-18,0,1951
2024타경11091,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 955-1 영통포레파크원 아파트 143동 18층1806호,416000000,416000000,419910000,2025-10-14,0,1994
2024타경56803,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 955-1 영통포레파크원 아파트 153동 18층1802호,338000000,236600000,345990000,2025-04-21,1,1994
2024타경60192,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 955-1 황골마을주공1단지아파트 152동 11층1104호,412000000,412000000,415500000,2025-05-13,0,1994
2024타경85177,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 955-1 황골마을주공1단지아파트 158동 4층401호,380000000,380000000,420060024,2025-11-05,0,1994
2024타경85184,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 955-1 황골마을주공1단지아파트 140동 4층405호,352000000,246400000,321750000,2025-09-23,1,1994
2024타경90469,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 955-1 황골마을주공1단지아파트 137동 5층501호,415000000,290500000,388110000,2025-09-15,1,1994
2022타경68789,수원지방법원,아파트,아파트,경기도 수원시 영통구 매탄동 1352 매탄 위브 하늘채 124동 15층1503호,720000000,504000000,675990000,2026-03-23,1,2003
2024타경64828,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 963-2 진흥아파트 553동 13층1304호,423000000,296100000,372890000,2025-08-20,1,2008
2024타경68882,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 963-2 신성아파트 521동 11층1106호,411000000,287700000,387885000,2025-10-28,1,2008
2024타경86392,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 963-2 신안아파트 531동 7층701호,430000000,301000000,380900000,2025-09-23,1,2008
2024타경86644,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 963-2 신성아파트 521동 6층601호,430000000,301000000,412200000,2025-12-15,1,2008
2024타경91523,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 963-2 쌍용아파트 544동 8층804호,390000000,273000000,331530000,2025-11-11,1,2008
2024타경3939,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 956-2 동신아파트 315동 7층703호,1016000000,1016000000,0,2026-04-24,0,2015
2024타경67216,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 956-2 대우아파트 304동 1층104호,875000000,612500000,765000000,2025-06-18,1,2015
2024타경11688,수원지방법원,아파트,아파트,경기도 수원시 영통구 매탄동 1277 주공그린빌 307동 12층1201호,507000000,354900000,462900000,2025-11-24,1,2148
2023타경12462,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 1054-3 한국아파트 214동 4층405호,335000000,335000000,0,2026-04-20,1,2153
2023타경71522,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 1054-3 한국아파트 212동 18층1802호,360000000,252000000,314770000,2025-11-11,1,2153
2024타경101673,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 964-5 신나무실주공아파트 503동 13층1303호,403000000,282100000,327899999,2025-11-07,2,2210
2024타경103303,수원지방법원,아파트,아파트,경기도 수원시 영통구 이의동 1326 이-편한세상광교 6113동 15층1504호,1748000000,1748000000,1759000000,2025-09-10,0,2261
2024타경85993,수원지방법원,아파트,아파트,경기도 수원시 영통구 매탄동 1280 주공그린빌 401동 7층704호,495000000,495000000,495000000,2026-02-23,0,2325
2024타경72386,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 996-3 대우월드마크영통 26층102-2601호,817000000,571900000,687135990,2025-07-11,1,2329
2025타경50765,수원지방법원,주거용,근린시설,경기도 수원시 영통구 이의동 1348 광교중앙역에스케이뷰 에이동 1층125호,2431128000,1701790000,0,2026-06-09,2,2345
2024타경68462,수원지방법원,기타건물,단독주택다가구,경기도 수원시 영통구 매탄동 1163-13,2300363500,1127177000,1395000000,2025-10-29,2,2371
2025타경879,수원지방법원,아파트,오피스텔,경기도 수원시 영통구 이의동 1351-6 광교유니코어 5층베타509호,127000000,30493000,30493000,2026-04-07,4,2377
2024타경93949,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 972-2 벽적골2단지주공아파트 845동 17층1703호,370000000,259000000,296000000,2026-02-25,1,2381
2024타경11992,수원지방법원,아파트,오피스텔,경기도 수원시 영통구 이의동 1352 에듀하임1309오피스텔 103동 3층307호,151000000,17765000,0,2026-05-12,7,2390
2024타경52849,수원지방법원,아파트,오피스텔,경기도 수원시 영통구 이의동 1352 에듀하임1309오피스텔 104동 2층205호,450000000,315000000,407299999,2025-05-16,1,2390
2024타경96986,수원지방법원,아파트,오피스텔,경기도 수원시 영통구 이의동 1352 에듀하임1309오피스텔 103동 14층1413호,152000000,106400000,150000000,2026-03-27,1,2390
2024타경62747,수원지방법원,아파트,오피스텔,경기도 수원시 영통구 이의동 1351-2 광교코아루에스 11층1117호,144000000,100800000,121000600,2026-02-04,9,2444
2023타경84047,수원지방법원,아파트,아파트,경기도 수원시 영통구 매탄동 1162 임광아파트 5동 5층509호,388000000,271600000,0,2025-05-14,1,2505
2024타경97972,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 967-2 신나무실극동아파트 611동 1층104호,650000000,455000000,630000000,2026-01-26,1,2578
2024타경84662,수원지방법원,주거용,근린시설,경기도 수원시 영통구 신동 338 에이스 하이엔드타워 영통 지하2층비203호,1072000000,367696000,551500000,2025-11-24,3,2601
2024타경98791,수원지방법원,아파트,아파트,경기도 수원시 영통구 영통동 973-3 우성아파트 822동 17층1702호,477000000,477000000,477100000,2026-03-10,0,2679
2024타경3588,수원지방법원,기타건물,다가구주택,경기도 수원시 영통구 매탄동 1176-19,1501650520,1051155000,1150100000,2025-09-17,1,2698
2024타경13844,수원지방법원,주거용,"상가,오피스텔,근린시설",경기도 수원시 영통구 신동 398-39 1층102호,403000000,197470000,199500000,2026-04-03,2,2710
2023타경12776,수원지방법원,주거용,기타,경기도 수원시 영통구 신동 478-6 테크트리영통지식산업센터 6층621호,412000000,201880000,258100000,2025-04-28,2,2746
2024타경4871,수원지방법원,아파트,기타,경기도 수원시 영통구 신동 478-6 테크트리영통지식산업센터 기숙사동 14층1416호,156000000,76440000,85222000,2026-01-20,2,2746
2024타경12957,수원지방법원,아파트,기타,경기도 수원시 영통구 신동 478-6 테크트리영통지식산업센터 기숙사동 8층812호,140000000,48020000,82320000,2026-01-12,3,2746
2024타경12964,수원지방법원,주거용,기타,경기도 수원시 영통구 신동 478-6 테크트리영통지식산업센터 기숙사동 8층813호,138000000,67620000,82001000,2025-11-03,2,2746
2024타경54456,수원지방법원,주거용,기타,경기도 수원시 영통구 신동 478-6 테크트리영통지식산업센터 지2층비211호,528000000,126773000,204000000,2026-03-18,4,2746
2024타경84556,수원지방법원,주거용,기타,경기도 수원시 영통구 신동 478-6 테크트리영통지식산업센터 6층607호,512000000,250880000,281000000,2025-09-30,2,2746
2024타경63399,수원지방법원,기타건물,근린시설,경기도 수원시 영통구 신동 398-21,2147276960,1052165000,1250000000,2025-09-08,2,2764
2024타경63719,수원지방법원,아파트,연립주택,경기도 수원시 영통구 망포동 5-15,5398778510,2645400000,3023777000,2026-04-10,2,2772
2024타경6587,수원지방법원,아파트,아파트,경기도 수원시 영통구 신동 940 래미안영통마크원2단지 203동 19층1902호,725000000,725000000,745000000,2025-07-02,0,3079
2024타경92205,수원지방법원,아파트,아파트,경기도 수원시 영통구 신동 940 래미안영통마크원2단지 204동 10층1003호,823000000,576100000,761420000,2025-09-16,1,3079
2024타경6754,수원지방법원,주거용,근린시설,경기도 수원시 영통구 망포동 41-51 망포역플래티넘베이스주건축물제1동 1층125호,985000000,482650000,756000000,2026-03-10,2,3091
2025타경50994,수원지방법원,주거용,"상가,오피스텔,근린시설",경기도 수원시 영통구 망포동 41-51 망포역플래티넘베이스주건축물제1동 7층702호,1958000000,1958000000,0,2026-04-21,1,3091
2023타경1127,수원지방법원,기타건물,근린시설,경기도 수원시 영통구 망포동 355-23,2579278720,1805495000,2512000000,2025-10-29,1,3143
2024타경10593,수원지방법원,아파트,기타,경기도 수원시 영통구 이의동 1286 에이스광교타워3 지1층비105호,226000000,158200000,180000000,2026-01-07,1,3175
2025타경901,수원지방법원,주거용,"상가,오피스텔,근린시설",경기도 수원시 영통구 이의동 1286 에이스광교타워3 지2층비217호,206000000,100940000,121033600,2026-02-20,2,3175
2024타경6051,수원지방법원,주거용,기타,경기도 수원시 영통구 이의동 1285-1 광교플렉스데시앙 6층613호,337000000,165130000,202200000,2025-06-05,2,3222
2024타경7719,수원지방법원,주거용,기타,경기도 수원시 영통구 이의동 1285-1 광교플렉스데시앙 15층1501호,241000000,118090000,129899500,2025-05-26,2,3222
2024타경12421,수원지방법원,주거용,근린시설,경기도 수원시 영통구 이의동 1285-1 광교플렉스데시앙 14층1430호,182000000,89180000,116540000,2026-03-23,2,3222
2024타경10098,수원지방법원,아파트,아파트,경기도 수원시 영통구 망포동 725 영통에스케이뷰 101동 4층403호,680000000,476000000,665200000,2025-06-17,1,3254
2023타경84542,수원지방법원,아파트,아파트,경기도 수원시 영통구 신동 939 래미안영통마크원1단지 102동 8층802호,727000000,508900000,640080000,2025-07-09,1,3256
2024타경71550,수원지방법원,아파트,아파트,경기도 수원시 영통구 신동 939 래미안영통마크원1단지 105동 2층203호,674000000,674000000,675110000,2025-06-05,0,3256
2023타경11834,수원지방법원,기타건물,다가구주택,경기도 수원시 영통구 신동 966,2467638400,1209142000,1673700000,2026-04-10,2,3289
2024타경64477,수원지방법원,아파트,아파트,경기도 수원시 영통구 망포동 707 방죽마을영통뜨란채 1001동 5층504호,464000000,324800000,467770000,2025-04-18,1,3293
2024타경13981,수원지방법원,아파트,아파트,경기도 수원시 영통구 망포동 722 그대가센트럴파크 202동 17층1701호,970000000,970000000,0,2026-04-20,1,3321
2024타경61294,수원지방법원,기타건물,단독주택다가구,경기도 수원시 영통구 신동 1002,2993493120,1466811000,1781199000,2025-07-14,2,3326
2024타경60505,수원지방법원,아파트,아파트,경기도 수원시 영통구 망포동 728 힐스테이트영통 117동 6층604호,1240000000,868000000,1215000000,2025-08-29,1,3335
2023타경86784,수원지방법원,아파트,아파트,경기도 수원시 영통구 하동 1001 광교마을40단지 4009동 11층1103호,891000000,623700000,769900000,2025-07-07,1,3340
2024타경74160,수원지방법원,아파트,아파트,경기도 수원시 영통구 하동 1001 광교마을40단지 4004동 11층1101호,721000000,721000000,722300880,2025-10-20,0,3340
2024타경98548,수원지방법원,아파트,"상가,오피스텔,근린시설",경기도 수원시 영통구 이의동 1258-3 광교파인렉스1 6층602호,125000000,87500000,0,2026-05-06,2,3392
2025타경1178,수원지방법원,주거용,근린시설,경기도 수원시 영통구 이의동 1248-3 에이스광교타워1 1층101호,1260000000,1260000000,0,2026-04-15,1,3398
2025타경1334,수원지방법원,주거용,근린시설,경기도 수원시 영통구 망포동 294-8 가동 1층101호,151000000,73990000,75601000,2026-04-15,2,3425
2024타경87852,수원지방법원,아파트,아파트,경기도 수원시 영통구 망포동 509-2 영통마젤란21아파트2단지 1104동 10층1001호,449000000,314300000,385000000,2025-12-15,1,3457
2024타경85450,수원지방법원,주거용,"상가,오피스텔,근린시설",경기도 수원시 영통구 이의동 1248-2 리치프라자3 1층111호,1091000000,374213000,412570000,2026-04-13,3,3460
2024타경98517,수원지방법원,주거용,"상가,오피스텔,근린시설",경기도 수원시 영통구 이의동 1248-2 리치프라자3 1층101호,1667000000,1667000000,0,2026-04-17,1,3460
2024타경80578,수원지방법원,아파트,오피스텔,경기도 수원시 영통구 이의동 1256-3 유-씨티 3층314호,140000000,98000000,140000000,2025-05-14,1,3476
2024타경62150,수원지방법원,아파트,오피스텔,경기도 수원시 영통구 이의동 1256-1 테라스힐 3층비309호,120000000,41160000,41160000,2025-06-24,3,3503
2024타경66336,수원지방법원,아파트,오피스텔,경기도 수원시 영통구 이의동 1256 장안프라임광교 4층401호,387000000,189630000,300000000,2025-11-18,2,3533
2024타경95198,수원지방법원,아파트,다세대,경기도 수원시 영통구 망포동 388-7 4층403호,179000000,179000000,0,2026-05-11,1,3558
2024타경64347,수원지방법원,아파트,연립주택,경기도 수원시 영통구 망포동 535-17 어반글랜 나동 3층301호,235000000,164500000,207285000,2025-11-28,1,3735
2024타경84778,수원지방법원,아파트,다세대,경기도 수원시 영통구 망포동 535-17 어반글랜 가동 2층203호,255000000,124950000,176439600,2026-04-15,7,3735
2023타경67585,수원지방법원,아파트,아파트,경기도 수원시 영통구 망포동 686 동수원자이1차 114동 12층1206호,520000000,364000000,561600000,2025-06-09,1,3961
2024타경65463,수원지방법원,아파트,아파트,경기도 수원시 영통구 이의동 1200 광교2차이편한세상 8503동 13층1304호,935000000,654500000,937999999,2025-08-19,1,4045
2024타경9562,수원지방법원,아파트,아파트,경기도 수원시 영통구 이의동 1184 광교호반베르디움 8702동 6층603호,940000000,940000000,955999999,2025-12-24,0,4168
2024타경10319,수원지방법원,아파트,연립주택,경기도 수원시 영통구 이의동 1197 이편한세상테라스광교웨스트힐 8601동 4층404호,1240000000,868000000,1180000000,2025-10-22,1,4387
