사건번호,법원,물건종류,용도설명,소재지,감정가(원),최저매각가(원),낙찰가(원),매각기일,유찰횟수,거리(m)
2022타경3474,동부지원,아파트,"연립주택,다세대,빌라",부산광역시 수영구 수영동 456-4 수영드비앙 4층401호,329000000,329000000,0,2026-04-27,1,3334
2023타경110478,동부지원,아파트,아파트,부산광역시 수영구 남천동 151 남천코오롱하늘채골든비치 111동 2층203호,912000000,638400000,780111999,2025-06-16,1,3354
2024타경5986,동부지원,주거용,"상가,오피스텔,근린시설",부산광역시 해운대구 좌동 1315 해운대삼정코아주상복합 지하2층상가지하101호,898000000,440020000,0,2026-04-20,3,3368
2023타경108406,동부지원,아파트,단독주택,부산광역시 수영구 수영동 458-7,79530000,40719200,46599900,2025-05-19,3,3389
2024타경2239,동부지원,주거용,근린시설,부산광역시 해운대구 중동 1487-3 주건축물 1동 지1층비102-1호,1300000000,152944000,202603235,2026-03-23,6,3421
2024타경5436,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1394 두산1차아파트 114동 17층1702호,309000000,216300000,260500000,2025-06-16,1,3435
2024타경106438,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1394 두산1차아파트 108동 6층601호,482000000,337400000,432500000,2025-04-22,1,3435
2024타경1083,동부지원,주거용,근린시설,부산광역시 해운대구 재송동 131 센텀신동아아파트 상가동 3층1호,113000000,37028000,42120000,2025-06-02,5,3455
2024타경106681,동부지원,아파트,다세대,부산광역시 해운대구 중동 1484-9 주건축물 1동 2층201호,207000000,144900000,145551001,2025-06-30,1,3480
2024타경108083,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1319 두산아파트 203동 4층401호,389000000,272300000,329600000,2025-08-18,1,3481
2024타경7104,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1310 해운대화목타운 109동 18층1802호,611000000,427700000,580000000,2025-11-24,1,3508
2024타경5597,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1396 대림아파트 115동 8층803호,543000000,543000000,591500000,2026-03-09,0,3521
2023타경564,동부지원,아파트,아파트,부산광역시 해운대구 재송동 380-1 센텀동부센트레빌 104동 4층402호,730000000,730000000,0,2026-04-20,0,3530
2024타경5498,동부지원,아파트,아파트,부산광역시 해운대구 재송동 380-1 센텀동부센트레빌 103동 6층601호,515000000,515000000,600000000,2025-11-25,0,3530
2024타경108793,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1298 건영아파트 111동 15층1503호,549000000,384300000,581234567,2026-01-13,1,3549
2024타경108991,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1298 건영아파트 101동 3층302호,358000000,250600000,312800000,2025-10-21,1,3549
2023타경1383,동부지원,기타건물,다가구주택,부산광역시 수영구 남천동 57-18,1612057200,1612057200,0,2026-04-27,0,3595
2023타경105834,동부지원,주거용,근린시설,부산광역시 수영구 광안동 1033-29 1층4호,45115000,28874000,45000000,2025-07-21,2,3606
2023타경103913,동부지원,아파트,기타,부산광역시 해운대구 재송동 1112-4 동원누리빌 2층201호,71000000,49700000,0,2026-04-13,2,3648
2024타경1533,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1450 에스케이뷰아파트 108동 2층202호,200000000,98000000,132810000,2025-06-24,2,3680
2024타경4778,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1450 에스케이뷰아파트 116동 14층1402호,253000000,177100000,228300000,2025-05-12,1,3680
